Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1998-10-30,1208.8,1233.1,1208.8,1224.6,6228679
1998-11-02,1273.3,1324.4,1273.3,1324.2,5732635
1998-11-03,1301.9,1301.9,1266.3,1268.1,5957349
1998-11-04,1284.7,1319.8,1284.7,1318.3,5252749
1998-11-05,1310.7,1310.7,1286,1286.5,7947730
1998-11-06,1306.3,1306.3,1278.9,1285.1,4498150
1998-11-09,1294.9,1294.9,1276,1278.3,3613254
1998-11-10,1246.1,1247.9,1230.9,1232.6,4108694
1998-11-12,1209.6,1209.8,1198.6,1203.8,6016245
1998-11-13,1209.3,1251.1,1209.3,1247.9,5737600
1998-11-16,1289.6,1320.4,1289.6,1312.4,5466543
1998-11-17,1270.2,1270.2,1247.2,1250.8,5442479
1998-11-18,1254.5,1254.5,1231.7,1231.7,9759506
1998-11-19,1231.2,1231.2,1208.5,1221.8,9483075
1998-11-20,1233,1240.6,1230,1231.9,6748462
1998-11-23,1258.7,1260.4,1238.6,1239.7,6237007
1998-11-24,1236.6,1236.6,1193.8,1206.2,6302552
1998-11-25,1203.1,1207.9,1190.6,1206.1,7842709
1998-11-26,1205,1208.5,1200.2,1203.4,6292571
1998-11-27,1174.4,1178.7,1139.2,1143.6,6116746
1998-11-30,1125.8,1140.9,1125.8,1138.4,6474081
1998-12-01,1095.8,1096.5,1079,1079.9,6725586
1998-12-02,1099.3,1118.6,1099.3,1117.9,6761091
1998-12-03,1098,1151.9,1098,1134.6,7230527
1998-12-04,1125.9,1158.3,1125.9,1156.2,7986910
1998-12-07,1177.2,1181.5,1173.6,1175.6,7789904
1998-12-08,1172.9,1176.6,1165.5,1176.6,6077853
1998-12-09,1172.3,1185,1172.3,1175.8,6924434
1998-12-10,1176.5,1188.2,1170.3,1170.3,8881619
1998-12-11,1144.9,1147.6,1140.2,1147.3,5902805
1998-12-14,1125,1135,1119.8,1120.6,4818975
1998-12-15,1131.9,1133.6,1126.5,1129.6,4495850
1998-12-16,1120.7,1131.3,1119.3,1127.4,5647072
1998-12-17,1125,1125,1116.4,1117,4296856
1998-12-18,1128,1134.5,1125.7,1127.5,4761884
1998-12-21,1119.8,1127.3,1119.3,1125.9,3881567
1998-12-22,1137.7,1160.7,1137.7,1156.6,6554044
1998-12-23,1175.5,1196.4,1175.5,1196.4,5968887
1998-12-28,1220.7,1251.1,1220.7,1247.5,5796901
1998-12-29,1247.1,1247.1,1211.8,1213.2,6312793
1998-12-30,1214.7,1219.2,1205.4,1218.8,5515309
1998-12-31,1221,1241.5,1219.6,1241.2,5052011
1999-01-04,1269.5,1291.3,1269.5,1289.1,8590724
1999-01-05,1288.5,1288.5,1263.6,1264.7,6712132
